deployment_id,service,memory_change,cpu_change,commits,helm_changes,node_usage,pod_restart,latency,previous_failures,incidents,files_changed,loc_changed,failure
deploy-00018,inventory-service,170.8569663608855,1.068775469752959,23,9,84.65479022046115,9,175.10566021912717,5,1,24,131,1
deploy-00019,inventory-service,40.36426453185436,0.7434712213077207,13,9,83.63146025748489,3,307.74264491587945,3,3,90,782,0
deploy-00020,payment-service,102.6528083420674,0.021037982681463174,6,9,68.45175835444239,11,486.86368846156523,5,5,23,2682,1
deploy-00021,cart-service,217.29502523185556,0.30617546920819205,11,4,73.57512876923226,4,480.3633987993988,2,1,1,2811,1
deploy-00022,payment-service,473.0231725331605,0.3871682753510898,5,7,94.22888584484404,2,83.94314769347682,1,1,99,2336,0
deploy-00023,cart-service,152.21470725083287,0.5681510920796268,18,1,66.81169813803491,2,346.5908189915287,5,0,30,1528,0
deploy-00024,order-service,30.714097622112376,0.3330567957547158,20,0,38.47214564520872,8,254.59472388916262,2,0,57,2784,0
deploy-00025,order-service,350.4688303017827,0.6383404029513742,11,3,61.90988641500199,11,145.60860824939454,2,0,60,1674,0
deploy-00026,order-service,195.38326287673863,0.5298799155486168,4,0,100.0,11,122.01349741617699,4,4,43,1412,0
deploy-00027,order-service,384.9951155509997,0.19482065678973703,1,2,22.054219405226902,9,225.60011191826385,4,3,93,2605,0
deploy-00028,cart-service,30.933667711509997,0.4170081060116051,15,9,35.65909509218019,10,569.3870668042448,1,1,99,2243,0
deploy-00029,order-service,0.0,0.32111286512418935,4,3,99.57395288811185,1,101.9714382357644,5,0,91,2764,1
deploy-00030,payment-service,157.250096032273,0.0,10,5,59.672250199820894,0,284.8254834439384,4,0,43,1781,0
deploy-00031,order-service,239.79858942786458,0.4686043716522536,14,7,50.56883932914305,10,297.4741392509962,2,1,89,725,1
deploy-00032,inventory-service,245.59391393460515,0.1829299766068314,20,0,70.22315433816314,4,83.1382792024873,0,5,11,174,0
deploy-00033,inventory-service,337.66454186489074,0.609047118375027,4,2,55.569503851001016,11,289.55758065347794,3,3,62,2341,1
deploy-00034,order-service,205.93562705741965,0.9650221905476049,19,8,60.262994709806314,5,276.47686320586706,1,1,7,436,1
deploy-00035,payment-service,473.64953640791146,0.0,15,5,58.429495537542124,4,240.80134812567292,1,4,24,904,0
deploy-00036,inventory-service,474.4929729196905,0.8620941611421928,32,4,99.87869052335584,6,315.84897381074484,1,4,55,1607,1
deploy-00037,payment-service,348.229268881125,0.03759373190979709,10,5,61.18697884989681,8,425.68706402009786,3,0,62,2182,1
deploy-00038,inventory-service,168.61796060730586,0.03979748259181448,32,1,95.22456866553443,9,345.6300716346544,5,4,93,2839,1
deploy-00039,inventory-service,65.9061528425812,0.5592033150429354,21,1,77.17522944448879,6,50.0,4,3,73,2296,0
deploy-00040,inventory-service,0.0,0.24311380118311307,17,8,33.36811201092115,1,471.39235720802634,2,3,73,1267,0
deploy-00041,payment-service,361.64016451813654,0.531507307048009,23,8,70.40686478563453,9,120.49821028909275,3,1,31,489,1
deploy-00042,payment-service,0.04886606367040258,0.4062468393881478,32,1,50.12823542374872,8,126.66249740645195,2,4,61,1448,1
deploy-00043,inventory-service,325.65497703630956,0.7446370234115216,34,4,100.0,1,219.22574667009337,0,0,48,1773,0
deploy-00044,inventory-service,402.6236164262896,0.0,1,4,32.97444125762293,3,130.8795564961864,0,1,52,2756,0
deploy-00045,inventory-service,0.0,0.4690237548866338,4,6,74.18771543433223,3,355.2930439331905,3,5,3,2003,0
deploy-00046,inventory-service,218.96593359956162,0.6355226469605133,4,2,61.40777172337083,2,279.5164144985436,4,1,2,2733,0
deploy-00047,order-service,160.01783155421785,0.7403316647084255,2,8,39.07055343850478,7,50.0,1,5,25,190,0
deploy-00048,order-service,213.62431393011485,0.8312261238487775,32,8,63.61724130547721,10,453.0378834354096,3,3,9,2556,1
deploy-00049,order-service,29.017244865279082,0.32469415917394984,25,0,99.41539662331968,8,50.0,3,0,7,1856,1
deploy-00050,payment-service,0.0,0.7749039470489696,31,3,54.321995232528906,1,89.53713830654652,3,2,54,2356,0
deploy-00051,order-service,241.52671516790343,0.9122315794348583,20,5,35.462843663085366,3,410.08336248579747,1,3,44,2822,1
deploy-00052,cart-service,239.29190198787018,1.1328543960442048,18,1,66.38762270265558,1,274.0285889975613,0,1,61,1295,0
deploy-00053,cart-service,233.36439594778412,0.15832091791770803,22,8,23.540331280174165,2,82.39238305155882,5,0,30,1266,0
deploy-00054,payment-service,16.444510221923366,0.571697958357835,8,5,59.3127232391981,8,277.7988474123073,3,1,25,2366,0
deploy-00055,payment-service,181.07764060158564,1.3591858043085412,15,9,93.66429013212345,6,263.72802672598124,0,5,85,1520,1
deploy-00056,cart-service,253.15123102278403,0.15196198378498127,28,3,77.2497182110013,5,349.83778544701437,5,5,82,185,1
deploy-00057,inventory-service,127.52558055710986,0.7774414939128023,12,0,58.287852637627076,8,50.0,4,5,42,1129,1
deploy-00058,payment-service,0.0,0.0,21,5,100.0,11,315.23264071954713,2,1,77,2069,0
deploy-00059,order-service,196.91117041267555,0.41986477186263305,14,6,71.89290452472105,2,350.24890271619955,4,0,42,2512,0
deploy-00060,order-service,29.091738528524843,0.9175245177120814,19,6,93.07642784133114,1,183.61964321617242,1,0,83,2270,1
deploy-00061,cart-service,118.4990188344909,0.12060726642626463,16,2,74.04667901286277,10,50.0,1,1,20,1480,0
deploy-00062,inventory-service,46.28381823229131,0.0,17,8,69.95331802217886,10,223.11600618253675,2,4,79,2293,1
deploy-00063,inventory-service,300.1644389528386,0.6819330896349194,13,9,76.13066885502526,10,294.4627001212989,4,5,37,1524,0
deploy-00064,cart-service,4.515346001767739,0.014434874339623649,20,5,54.724579204596196,5,116.68040301536223,0,2,99,2753,0
deploy-00065,cart-service,333.03137588339376,0.7087944353053317,7,2,51.94167710670576,0,332.2641881244699,2,1,15,1803,1
deploy-00066,cart-service,27.051886297081865,0.5164451874931051,10,7,91.72372200024341,11,437.1924977589148,5,4,65,2711,0
deploy-00067,cart-service,130.05758357413794,0.07475344250059934,33,0,100.0,1,73.5077920856047,3,3,96,1969,0
deploy-00068,payment-service,222.33614079218012,1.087454597784588,34,9,56.52172495160324,8,50.0,1,0,51,2336,1
deploy-00069,order-service,221.08215236954248,0.0,34,2,53.44922225288699,4,441.1670825411859,1,3,54,2410,0
deploy-00070,cart-service,256.1768918691546,0.0,28,9,44.31383896651202,0,285.29141673823955,4,4,66,2325,0
deploy-00071,inventory-service,301.3494232020079,0.534575582586863,26,9,94.02357698042128,2,183.90213676453862,2,0,95,1553,0
deploy-00072,inventory-service,89.31310098199684,0.3059265872243268,2,6,44.188278949751336,8,50.0,3,2,78,2562,1
deploy-00073,inventory-service,127.21772404668957,0.3498219675557658,21,5,42.73223916156304,10,336.9341713714716,4,2,45,2158,0
deploy-00074,inventory-service,209.23325651430017,0.3319361932760229,34,5,77.30513533937122,1,50.0,0,2,50,2747,1
deploy-00075,cart-service,463.5408938903184,0.06369075577629751,5,3,71.38800527582458,2,119.64291282028265,5,3,88,1043,1
deploy-00076,order-service,177.0143194988342,0.13415191682262062,33,9,63.36824460629758,3,50.0,3,1,89,2729,1
deploy-00077,order-service,313.42348622338295,0.5453294143459839,26,0,38.66339577883517,3,375.37118444715054,1,0,35,2625,1
deploy-00078,payment-service,245.90953401454252,0.3915752244620022,20,6,77.50170402496308,5,437.75875128477924,3,4,26,2447,0
deploy-00079,cart-service,98.55246094496339,0.7267806024126462,27,3,55.82319013701399,1,186.28394083103632,4,3,93,1310,1
deploy-00080,order-service,39.46014202412792,0.17615428311349401,33,0,45.72723111262392,2,112.72658262311109,1,3,79,951,1
deploy-00081,order-service,170.31772799370006,0.8172107675044723,4,8,46.78850232157103,8,333.7823438911335,2,2,23,1261,1
deploy-00082,cart-service,4.036720613091063,0.4457703722241064,4,1,40.682181517917385,6,50.0,2,2,55,2346,0
deploy-00083,inventory-service,371.7632057493814,0.0,9,9,46.54227116209465,5,469.17683000804936,4,1,25,2792,1
deploy-00084,cart-service,256.1283318428608,0.4703960158274063,16,6,61.24658018143096,0,291.721558968194,0,0,93,581,1
deploy-00085,payment-service,0.0,0.8006108891780275,4,0,44.587539609733255,6,50.0,2,0,28,2563,0
deploy-00086,cart-service,116.80816158043186,0.13740428244529812,6,2,59.01470592229487,3,97.7398141406776,5,3,91,2954,1
deploy-00087,inventory-service,325.3532851305374,0.6738692433242657,28,1,89.99330534087554,7,345.3056714291916,3,1,82,252,1
deploy-00088,inventory-service,194.21558315979473,0.2553328144028062,12,6,98.63633238601648,8,509.34930113285554,4,1,13,2672,1
deploy-00089,payment-service,214.4755370726225,0.06728502033830602,5,0,66.20771856848835,2,54.60218247483033,1,0,92,69,0
deploy-00090,inventory-service,181.94572464554923,0.537075558430379,20,0,60.941720304089046,10,87.63592039175697,1,1,72,170,0
deploy-00091,payment-service,246.51499218864996,0.0,11,1,84.91402771799847,0,408.88356083444813,5,5,84,775,0
deploy-00092,payment-service,238.58283380756077,0.582748012027807,19,5,86.99959300684168,8,230.16570152032418,4,5,15,1269,1
deploy-00093,order-service,81.7580016267985,0.5385096852394646,1,4,52.43867832549252,4,296.71792514551595,3,2,16,2054,1
deploy-00094,cart-service,98.18900894287992,0.9532219289707617,33,9,71.36378975349157,10,75.68807308985694,2,2,88,2205,0
deploy-00095,inventory-service,160.00615457772943,0.8749664401249755,13,6,72.91867748861647,8,484.215730270536,2,0,78,2713,0
deploy-00096,order-service,124.53545914608321,0.9496198492895767,28,4,58.281215499197046,8,535.7590321096704,5,2,80,2163,0
deploy-00097,inventory-service,242.13066034928187,1.5625987877786371,14,5,50.85470940097073,6,395.3496805413787,3,5,50,1413,1
deploy-00098,cart-service,227.35790546700704,0.4548948276528524,13,3,73.49931794872299,1,50.0,0,5,72,745,1
deploy-00099,cart-service,194.27677056345723,0.20727284239970176,26,4,38.15649667258186,2,188.95843768411615,0,2,46,793,1
deploy-00100,payment-service,303.1280551675588,0.4720508289171449,17,6,25.82817119205938,5,248.1521060606033,0,1,31,2299,0
deploy-00101,order-service,341.100433674211,0.061113284678854685,31,3,43.13352284225235,11,293.337500075306,5,1,23,1667,1
deploy-00102,order-service,38.38375712467803,0.2547948893766748,29,5,65.77162245961834,1,203.23805037663294,0,5,38,1760,0
deploy-00103,inventory-service,0.0,0.5863920968620008,11,1,62.05115020163665,9,488.24141607238937,3,5,41,379,0
deploy-00104,inventory-service,191.8863287691203,0.0733141798884312,4,6,72.94066600030982,2,333.33731329751873,1,1,88,2136,0
deploy-00105,inventory-service,16.30387815966293,0.6352946924940027,30,7,27.384031440518847,2,202.3140177057306,0,5,8,2666,0
deploy-00106,cart-service,499.9697296346884,0.3905980712528676,18,3,60.354613401515294,6,261.35699319352506,2,0,19,2857,1
deploy-00107,order-service,232.63541392455835,0.6563414101124607,33,9,63.24246515168759,2,391.0434197325384,2,0,16,2752,1
deploy-00108,order-service,384.05206390408466,0.5512757049349889,21,5,71.71682513866047,6,50.0,0,4,81,2230,1
deploy-00109,order-service,261.1799873353552,0.043149926951024375,6,5,92.41081977228264,0,177.39548026409858,3,3,6,2257,0
deploy-00110,order-service,202.27460975288133,0.09917960675821963,8,2,64.28778527619818,7,50.0,1,1,87,204,0
deploy-00111,order-service,131.9247226449131,0.4128363242820983,5,4,77.3362839937956,4,100.0431656995928,2,4,72,1394,0
deploy-00112,inventory-service,255.44816059512777,0.6121794321114404,21,5,69.58963430927213,4,360.33746386425605,5,5,58,139,1
deploy-00113,cart-service,128.55464089002407,0.28102344444637434,31,1,94.5854902134846,3,519.1555081900539,4,4,40,1221,0
deploy-00114,payment-service,200.60025138090853,0.4957674657690405,25,3,63.81434707948136,5,140.60695954395078,4,2,46,1331,1
deploy-00115,order-service,293.91347117437226,0.31880548798583663,4,7,72.57685206916788,7,64.7780369632782,4,1,17,2338,0
deploy-00116,order-service,6.42232268468527,0.46826066153013673,9,8,58.263360647188144,3,342.95529482237185,1,4,91,2732,1
deploy-00117,order-service,0.0,0.3224466117074386,19,5,65.7211985359559,7,249.3050541663482,0,1,72,2928,1
deploy-00118,cart-service,262.47738913277544,0.2652288269364903,24,7,84.72272633921536,10,166.33429810158646,1,5,84,2564,1
deploy-00119,order-service,298.7562787131559,0.4856740605804301,19,8,47.8158796284886,4,169.35061346454665,5,5,32,2533,0
deploy-00120,payment-service,145.30834064539567,0.48837671410090305,26,1,37.45368688959265,5,470.80218497352,3,3,63,882,1
deploy-00121,cart-service,153.87353225845698,0.9589175635101104,20,6,87.64469144358495,9,153.34493196804658,2,0,4,1021,0
deploy-00122,payment-service,166.8494494304548,0.3810900054536317,29,6,60.41414692895384,1,50.0,1,1,94,478,1
deploy-00123,cart-service,80.28053553794689,0.9523550548259039,22,6,61.97504706507248,0,314.88916775892284,1,1,48,2656,0
deploy-00124,cart-service,0.0,0.6786357091484294,4,1,53.07822200687667,5,251.27584400847303,1,4,79,1965,0
deploy-00125,payment-service,168.59666697628282,1.0027149260435713,34,6,84.4732702268818,8,436.29399952207166,1,2,18,1285,1
deploy-00126,cart-service,0.0,0.695253104900855,23,6,49.1080108974989,9,445.5347601712131,2,1,24,2251,0
deploy-00127,payment-service,139.1256764980417,0.485710954034201,17,5,87.67360957513404,10,195.80943624948316,1,3,28,221,1
deploy-00128,payment-service,52.53173249163203,0.36745972323880155,1,0,59.59689741325808,0,515.7011863401525,2,1,3,457,0
deploy-00129,cart-service,135.27751784242002,0.20995156333817505,28,0,61.70124449207563,1,443.2666373977379,3,1,33,2261,0
deploy-00130,inventory-service,472.1951505184761,0.0,26,4,54.136583378877724,2,252.17918229063534,5,0,76,276,1
deploy-00131,payment-service,355.13321853596426,0.5144202409450479,6,6,70.45290526864258,11,165.77754598256746,1,2,91,1190,0
deploy-00132,order-service,0.0,0.0,34,6,57.734787048623886,2,211.8087745350955,1,4,1,1707,0
deploy-00133,cart-service,486.2961311170149,0.3058877038103728,29,5,42.015920056234116,0,50.0,3,1,29,1267,0
deploy-00134,payment-service,50.46434208725617,0.5020194833559908,29,7,73.34943917484028,3,51.926652376444395,2,3,64,2036,1
deploy-00135,cart-service,0.0,0.3393308033965842,1,7,77.25930760949198,7,228.8518153833372,0,2,83,1438,0
deploy-00136,cart-service,508.74489248199177,1.1361696102740595,3,4,46.46933777685699,2,472.7378180100776,5,0,42,636,1
deploy-00137,inventory-service,162.59255987611363,0.22230273285804278,6,1,50.75325871174583,3,118.07355570115863,3,2,34,809,0
deploy-00138,cart-service,148.3873648783717,0.2002561065203758,7,6,37.43981446304268,1,50.0,2,3,41,383,0
deploy-00139,order-service,399.3958395945996,0.5938439019153063,26,1,46.9820600939085,11,328.5926431289006,0,1,47,2846,0
deploy-00140,order-service,86.57605440788592,0.0570310487051518,28,3,66.73011083842924,5,299.05148031839724,4,3,47,401,1
deploy-00141,payment-service,443.81962042082307,0.8969432912693152,7,0,98.67172419076044,7,170.3535243166428,2,2,80,1906,0
deploy-00142,order-service,150.83403326322082,0.0,32,2,95.33585314278497,5,130.46335160549648,1,3,35,1672,1
deploy-00143,order-service,173.44849548661986,1.058876814675854,12,3,84.98672664948978,1,264.6120119436673,5,1,78,1696,0
deploy-00144,inventory-service,37.870290476216184,0.6817285371036135,9,1,76.87109389811133,7,480.5448480876467,3,5,84,1189,0
deploy-00145,order-service,183.97040373947442,0.24008769280839737,20,9,72.27396300685926,8,217.29563078433668,2,4,15,2559,1
deploy-00146,payment-service,190.27963617995258,0.5376562050912662,16,9,64.53532578299267,3,550.5264115602013,5,3,6,825,1
deploy-00147,cart-service,0.0,0.5401741473224062,27,2,33.487613456587695,11,150.78746615397762,5,1,93,1790,0
deploy-00148,inventory-service,0.0,0.6649946534249724,13,5,59.97794823926175,5,50.0,4,3,91,1286,1
deploy-00149,payment-service,0.0,0.7315996055546927,15,2,73.07908041471222,10,334.81906287536395,4,5,7,91,1
deploy-00150,inventory-service,382.3703057599365,0.1838219031750224,16,6,64.55504410301579,8,50.0,0,0,58,1395,1
deploy-00151,order-service,158.95241996395788,0.7097101160428217,8,4,43.50467972364572,4,381.481540612228,1,2,23,2430,0
deploy-00152,payment-service,291.8409617736405,1.398760934526414,3,8,49.042344727630095,7,314.16945973706993,2,0,21,1613,0
deploy-00153,cart-service,235.5633899659639,0.19370011650927355,33,5,62.81709696877331,3,212.0677830523253,1,5,76,2515,1
deploy-00154,cart-service,505.2023173143979,0.6131621817690588,3,7,54.85789439143516,6,188.4490039982336,4,2,79,1346,1
deploy-00155,payment-service,326.5400085700628,0.31710971620010364,33,5,42.460241795982725,3,449.2946600274154,4,5,13,2129,0
deploy-00156,payment-service,248.82536489807052,0.0,34,6,72.29068978066525,1,333.4112910734726,2,3,96,2698,0
deploy-00157,cart-service,0.0,0.3388965058068113,24,8,29.95802854546058,4,264.1274587348468,0,0,72,250,0
deploy-00158,inventory-service,65.77495597445494,0.9670877719595123,16,0,74.2442497802125,0,50.0,1,5,82,671,0
deploy-00159,inventory-service,0.0,0.86388575961343,32,5,60.91860969903131,0,176.25165775517735,0,1,15,1714,0
deploy-00160,cart-service,178.50490278745286,0.6296199338770134,19,5,100.0,9,50.0,3,5,13,1056,1
deploy-00161,cart-service,349.2333481007041,0.789898652388019,8,8,60.65547683562647,4,218.5886759440588,2,1,62,975,0
deploy-00162,payment-service,320.15260060544654,0.7724027612381772,23,7,79.90997813049965,8,209.36078047632878,4,1,82,339,1
deploy-00163,inventory-service,165.81370685147908,0.29600430341460193,18,2,40.05365060611662,11,418.12609771047505,5,2,97,219,0
deploy-00164,payment-service,155.515297790705,0.5515141387692373,8,5,95.32880201178807,11,204.01515680694132,1,2,72,199,0
deploy-00165,inventory-service,112.80849534940982,0.9635134377481647,23,4,100.0,7,263.61138456282595,1,2,44,1994,0
deploy-00166,order-service,34.86093216014001,0.6108970842552457,33,6,65.80513004000926,9,57.04099973744542,2,2,53,662,0
deploy-00167,cart-service,371.25746669036425,0.44530447457631694,5,1,61.18479079330903,8,225.58015050510892,3,0,10,2869,1
deploy-00168,cart-service,256.49631802891315,0.6471595757307487,7,1,71.5988707731453,10,366.6414295417804,5,1,75,1085,1
deploy-00169,order-service,210.38596375867562,0.23429741913276225,6,3,52.54919694668894,1,89.24480097073834,0,0,42,1453,0
deploy-00170,inventory-service,301.03609390847873,0.036482326224912986,26,4,52.50793183569642,9,448.77200933122583,1,1,23,1413,1
deploy-00171,inventory-service,172.66728976104574,1.1491299622316669,9,1,66.35826338338671,3,332.21925694632944,4,1,86,1120,1
deploy-00172,inventory-service,58.47098447742336,0.9092088417769699,26,6,26.30938528573764,7,59.79791247340046,2,3,44,2671,0
deploy-00173,inventory-service,363.4094366350556,0.8694819427808427,27,7,22.30612665046288,0,342.59223707383876,2,2,45,1713,1
deploy-00174,inventory-service,521.4884156514736,0.11420028640034624,29,1,31.25304611173297,9,110.46029690949237,4,5,12,2671,1
deploy-00175,payment-service,162.15711347997063,0.9273476137264414,14,6,29.38523784873059,11,129.51398620724422,3,1,22,526,1
deploy-00176,inventory-service,81.10737063561808,0.32208564206002127,2,0,52.432577837610424,10,140.7084272110709,4,1,23,2439,1
deploy-00177,order-service,203.78713304664927,0.16419871239054878,32,9,46.19557582148566,9,154.7780254042815,2,5,56,808,1
deploy-00178,order-service,184.27188090672567,0.3730224716567826,15,6,64.74122463792824,9,50.0,5,1,67,32,0
deploy-00179,cart-service,238.7735185662686,0.866367701850675,34,8,76.00404992052881,6,144.53963786532967,0,2,34,2246,1
deploy-00180,payment-service,12.550862286844875,0.2905652542487993,7,4,36.800605938322484,5,223.92434498580755,4,4,14,2949,1
deploy-00181,inventory-service,220.56213445783544,1.0022188717261602,14,9,63.90130267594164,8,419.9034730779383,2,2,13,617,1
deploy-00182,cart-service,266.3734478838411,0.5183420610179205,16,2,57.32398148584509,10,293.2328594635486,3,1,12,779,1
deploy-00183,payment-service,270.46199355984453,1.4699856269453968,33,4,71.4802504837996,10,135.97148670716416,0,0,78,1924,0
deploy-00184,payment-service,212.71159002059082,0.8462183009449624,8,2,96.80904595832047,10,306.259322783851,5,5,54,931,1
deploy-00185,inventory-service,177.1035588126313,0.5490740058034964,26,1,29.695593693943017,11,396.07286075759635,0,5,19,1591,0
deploy-00186,payment-service,0.0,0.6769379039335495,28,9,66.06915825234948,2,232.12467440081193,3,3,85,1197,0
deploy-00187,order-service,396.3900706882928,0.6377039392133128,32,2,60.27107160070973,8,50.0,2,4,45,2882,0
deploy-00188,order-service,585.7818059275669,0.06495255619649298,32,3,100.0,7,428.7084460437121,1,0,60,1248,0
deploy-00189,payment-service,61.22432588257894,0.4187378590547429,10,6,67.70246903736164,11,317.5031010132748,1,4,21,1023,0
deploy-00190,cart-service,56.577433390833946,0.35178984360667764,23,4,44.491797444441914,2,169.3282980464291,3,2,47,184,1
deploy-00191,order-service,222.15108534481874,0.40051157424966927,30,4,54.30377323562884,11,50.0,3,5,23,2243,0
deploy-00192,cart-service,249.7360426655237,0.28698114229967275,8,7,30.245708097257364,2,280.5449768064702,2,5,44,2135,0
deploy-00193,cart-service,220.26043985396467,1.1160176117959586,26,1,70.19615713611019,5,403.7382539688099,0,5,83,2439,1
deploy-00194,order-service,160.76137034608746,0.09556065201414343,20,1,53.32639286387637,10,170.73608033267118,4,1,29,651,1
deploy-00195,payment-service,67.34076057960515,1.123031167923302,5,0,66.9520798499088,0,108.92046767481753,4,3,9,2327,0
deploy-00196,cart-service,174.75847260568867,0.3749687116032101,30,9,54.66978515678335,8,387.19360809802697,1,2,7,525,0
deploy-00197,order-service,113.93235921864091,0.9670877827411342,9,7,38.76393668445577,10,350.6842017420548,3,5,88,251,0
deploy-00198,payment-service,331.78548877490243,0.17892147847031165,11,6,51.87258212903782,10,165.15418774674416,1,1,34,1671,0
deploy-00199,cart-service,4.77810457150224,0.4746466945645511,21,3,49.44788144503466,8,155.4876234616496,3,0,75,1351,1
deploy-00200,cart-service,323.1615830533976,0.12878626190387005,3,8,55.972310980712095,8,260.8026462875578,5,2,54,1507,0
deploy-00201,inventory-service,0.0,0.523733407203617,32,6,94.24710526946721,7,371.3792097779759,2,3,67,1455,0
deploy-00202,cart-service,386.1902275929365,0.838209434022246,17,5,71.03104613625808,5,402.32728247243944,0,0,59,21,1
deploy-00203,cart-service,0.0,0.33600566147419497,27,2,62.03855190904492,6,165.47928618623956,5,1,40,1887,1
deploy-00204,cart-service,110.35968217743968,0.48232391338906033,22,1,74.54070254452915,2,249.91553543155618,0,4,49,2552,0
deploy-00205,order-service,226.54665370499833,0.4475091007050195,8,6,55.75745849655109,3,349.6530511359897,0,5,11,1589,0
deploy-00206,inventory-service,310.77015536631177,0.8776050331761575,30,3,47.40715145264987,6,351.06915905016365,5,2,24,2957,0
deploy-00207,order-service,307.0362486943874,0.4700935250033552,31,0,73.29232570053406,3,336.79924507227497,1,3,57,1917,1
deploy-00208,inventory-service,26.882328768844985,0.2444377330326774,26,5,82.57908055401785,1,50.0,5,2,6,699,0
deploy-00209,order-service,114.62648129695415,0.6814823664620978,19,1,69.6256404548673,2,205.0993138372417,4,0,2,183,0
deploy-00210,order-service,357.4363776124841,0.587681904588934,1,5,78.11236122342765,7,87.30840663456428,2,0,45,2412,0
deploy-00211,payment-service,144.4645164753386,0.6874833829900098,1,3,69.71139741279788,6,380.79015497791767,4,3,14,2179,0
deploy-00212,order-service,0.0,0.7054400761554354,33,9,93.50657886940611,5,50.0,4,0,11,1069,0
deploy-00213,cart-service,0.0,0.5433576587918245,1,2,68.9927003582303,7,50.0,1,4,5,326,0
deploy-00214,inventory-service,0.0,0.35675526307368804,21,8,33.97961175303891,2,317.95281344682576,0,1,14,2476,0
deploy-00215,cart-service,282.49928043838776,0.40449087847552856,7,3,41.781760872265224,11,254.85551510905458,5,4,71,2911,0
deploy-00216,payment-service,266.66952032194,0.6431505700359521,34,0,88.80611407020236,10,50.0,2,2,64,1724,1
deploy-00217,inventory-service,0.0,0.8094170112122169,26,1,87.57982201924034,10,241.7346851436566,3,1,92,2908,0
deploy-00218,payment-service,304.5127276596825,0.0,13,7,47.736286753114456,5,444.02649526890553,0,1,94,2581,1
deploy-00219,payment-service,64.86338871842277,0.16943340573104232,29,4,66.89653719460752,11,65.8126673962235,3,5,54,468,1
deploy-00220,inventory-service,25.452508937429513,0.14507437479096508,23,4,66.12823134339142,5,286.8056513492998,3,2,3,2540,0
deploy-00221,cart-service,334.3706833980575,0.029056194934639512,29,2,53.27896720048883,7,274.6480989072874,4,2,28,442,1
deploy-00222,payment-service,262.46595764450916,0.5334359311930988,24,4,56.39083333076084,1,369.4816045779995,3,3,27,853,1
deploy-00223,inventory-service,0.0,0.7194499125693741,21,7,69.34546316457248,1,486.2624241413096,2,2,33,1194,0
deploy-00224,payment-service,137.14932138142944,0.17490818722402562,13,1,68.96762321252879,0,134.91743972040393,5,2,74,318,0
deploy-00225,order-service,219.38227552020797,0.787809672455033,33,2,72.84021874731513,9,295.5756138456344,3,3,27,2788,0
deploy-00226,inventory-service,66.80078910952582,0.6019034382075374,2,5,36.90416904779345,1,418.4017381845608,1,0,8,1368,0
deploy-00227,inventory-service,0.0,1.0720139940902036,12,2,64.79607768749908,5,488.5328208432669,5,1,79,1522,1
deploy-00228,inventory-service,261.0225044450766,0.455138048961399,15,9,67.59859708332148,11,239.53018213567933,4,5,17,1355,1
deploy-00229,cart-service,214.9197895834142,0.2826709297861615,30,9,55.130635816922485,11,348.9226321377844,1,0,40,1187,1
deploy-00230,inventory-service,349.4143303647287,0.10220574301273094,24,3,83.45279445575706,3,349.0056237685502,1,4,46,1410,1
